"Name","Surname","Country","City","Latitude","Longitude","Booking Number","Flight Number","Travel Class","Travel Time","Distance Travelled","Arrival Time"
"Matthew","Banks","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9645","BA974","Economy",15:48:10,414.64,14:03:58
"Kayla","Stuart","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9029","BA964","Business",19:43:11,469.04,17:57:57
"Michael","Esparza","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7486","BA283","Economy",14:20:01,468.25,07:33:57
"Nathan","Garcia","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8082","BA208","First Class",12:49:29,497.07,05:12:26
"Jose","Bean","England","Birmingham",52.486244,-1.890401,"BOOK1228","BA936","Business",01:14:24,539.73,07:18:52
"James","Lopez","Scotland","Edinburgh",55.953251,-3.188267,"BOOK3999","BA191","Economy",23:50:01,550.25,21:30:37
"James","Page","England","Birmingham",52.486244,-1.890401,"BOOK4893","BA608","First Class",04:35:22,451.96,06:20:45
"Lindsey","Gutierrez","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4819","BA746","Business",02:27:52,169.94,04:34:23
"Travis","Rios","Wales","Cardiff",51.481312,-3.1805,"BOOK8792","BA471","Economy",09:49:46,540.39,21:31:13
"Christina","Morales","England","Birmingham",52.486244,-1.890401,"BOOK4874","BA998","First Class",09:04:21,612.28,21:29:11
"Daniel","Baker","England","Birmingham",52.486244,-1.890401,"BOOK3551","BA206","First Class",05:57:17,291.05,14:15:00
"Anthony","Edwards","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2673","BA693","First Class",18:29:20,615.68,15:53:52
"Meghan","Black","Scotland","Edinburgh",55.953251,-3.188267,"BOOK4006","BA124","Business",00:34:43,412.15,05:18:23
"Mark","Rodriguez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2868","BA560","First Class",21:14:29,603.48,08:20:41
"Kathryn","Clark","England","Birmingham",52.486244,-1.890401,"BOOK9369","BA556","First Class",20:08:42,371.64,02:28:38
"Jennifer","Mcclure","Wales","Cardiff",51.481312,-3.1805,"BOOK2793","BA919","Business",11:29:03,637.72,23:09:03
"Sonia","Mccormick","England","Birmingham",52.486244,-1.890401,"BOOK6431","BA141","Economy",03:46:30,567.84,17:00:25
"Jill","Bailey","England","Birmingham",52.486244,-1.890401,"BOOK5146","BA237","Economy",12:40:30,512.46,08:40:21
"Jessica","Diaz","Scotland","Edinburgh",55.953251,-3.188267,"BOOK9928","BA291","First Class",08:52:09,366.56,13:54:36
"Alexis","Jones","England","Birmingham",52.486244,-1.890401,"BOOK3605","BA327","Economy",05:27:49,541.9,11:28:16
"Richard","Fuentes","England","Birmingham",52.486244,-1.890401,"BOOK2728","BA930","First Class",17:03:25,431.71,03:05:05
"Deborah","Lewis","Wales","Cardiff",51.481312,-3.1805,"BOOK1307","BA522","First Class",19:44:27,430.75,12:15:03
"Nicholas","Welch","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3202","BA721","Economy",13:51:20,495.34,04:33:06
"Rose","Newman","Wales","Cardiff",51.481312,-3.1805,"BOOK8704","BA773","Economy",20:41:55,442.59,22:11:29
"Meredith","Bailey","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4973","BA645","Economy",02:58:10,468.35,19:11:36
"Mario","Miller","Wales","Cardiff",51.481312,-3.1805,"BOOK2262","BA214","Economy",03:56:27,476.62,18:38:13
"Colleen","Wright","Wales","Cardiff",51.481312,-3.1805,"BOOK6046","BA384","First Class",10:45:54,630.77,02:59:07
"Sheri","Buck","England","Birmingham",52.486244,-1.890401,"BOOK2764","BA906","Economy",01:51:44,476.04,20:44:50
"Brianna","Weber","Wales","Cardiff",51.481312,-3.1805,"BOOK5211","BA895","First Class",13:13:40,524.45,14:04:59
"Bradley","Obrien","England","Birmingham",52.486244,-1.890401,"BOOK7098","BA935","Economy",18:11:37,462.74,09:28:45
"Sarah","Schmitt","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6244","BA703","First Class",10:16:01,510.84,16:41:25
"Alan","Howell","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9255","BA965","Economy",21:20:26,575.53,13:58:59
"Amanda","Delacruz","Wales","Cardiff",51.481312,-3.1805,"BOOK6528","BA115","Business",05:27:45,237.3,20:13:08
"Joshua","Miller","England","Birmingham",52.486244,-1.890401,"BOOK8800","BA759","Economy",01:20:43,277.63,06:22:32
"Linda","Thomas","Wales","Cardiff",51.481312,-3.1805,"BOOK4422","BA861","Business",16:35:17,458.37,17:21:12
"Joseph","Porter","England","Birmingham",52.486244,-1.890401,"BOOK2464","BA930","Business",12:15:21,559.46,16:30:01
"Nathan","Frye","Wales","Cardiff",51.481312,-3.1805,"BOOK1416","BA119","Economy",06:17:14,459.36,15:59:01
"Ryan","Benitez","Wales","Cardiff",51.481312,-3.1805,"BOOK5465","BA449","First Class",11:32:54,718.58,15:26:13
"Randy","Sullivan","Scotland","Edinburgh",55.953251,-3.188267,"BOOK2341","BA621","Business",22:45:34,527.59,04:16:12
"Noah","White","Wales","Cardiff",51.481312,-3.1805,"BOOK8845","BA232","Economy",18:03:44,597.18,23:50:31
"Steven","Lopez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9588","BA345","Business",12:02:07,573.84,11:57:59
"Amy","Davis","Scotland","Edinburgh",55.953251,-3.188267,"BOOK6718","BA261","Economy",08:24:35,412.95,20:33:07
"Jeff","Thomas","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7220","BA975","First Class",23:53:30,484.54,05:39:41
"Beverly","Melendez","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1703","BA746","First Class",00:59:44,495.6,08:23:30
"Amy","Curry","Wales","Cardiff",51.481312,-3.1805,"BOOK9492","BA973","Economy",22:50:10,475.83,00:45:32
"Robert","Glass","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9679","BA224","Business",02:46:25,578.87,17:29:28
"Gina","Johnson","Scotland","Edinburgh",55.953251,-3.188267,"BOOK8976","BA896","Economy",12:57:00,522.42,19:39:57
"Ann","Edwards","Wales","Cardiff",51.481312,-3.1805,"BOOK5728","BA584","First Class",09:57:10,602.56,13:41:17
"Todd","Adams","England","Birmingham",52.486244,-1.890401,"BOOK4741","BA523","First Class",10:46:50,487.58,04:49:03
"Kara","Wolf","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6373","BA773","Economy",05:31:12,421.98,07:23:48
"Rachael","Williams","Wales","Cardiff",51.481312,-3.1805,"BOOK6187","BA745","First Class",03:51:28,287.05,11:17:40
"David","Beck","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2392","BA796","Economy",11:53:03,448.87,04:04:19
"Carolyn","Thomas","Scotland","Edinburgh",55.953251,-3.188267,"BOOK3636","BA666","Economy",07:20:52,387.98,03:10:28
"Erica","Hunt","England","Birmingham",52.486244,-1.890401,"BOOK5057","BA333","First Class",11:18:30,394.24,03:00:43
"Joseph","Hodges","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5421","BA866","Economy",21:41:20,471.26,00:42:15
"Rodney","Blake","Wales","Cardiff",51.481312,-3.1805,"BOOK3601","BA990","Business",20:32:09,610.12,19:43:12
"Austin","Wagner","Wales","Cardiff",51.481312,-3.1805,"BOOK7457","BA101","Economy",06:21:50,623.03,11:38:16
"Christina","Jackson","England","Birmingham",52.486244,-1.890401,"BOOK7693","BA782","First Class",13:31:39,397.71,04:47:08
"Lisa","Thompson","Scotland","Edinburgh",55.953251,-3.188267,"BOOK1462","BA665","Economy",12:50:14,461.42,04:22:35
"Vincent","Wilson","Wales","Cardiff",51.481312,-3.1805,"BOOK2911","BA158","First Class",03:32:35,424.72,06:43:31
"Christopher","Walker","England","Birmingham",52.486244,-1.890401,"BOOK9458","BA982","First Class",21:15:02,539.97,09:08:57
"Debbie","Gibbs","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3976","BA637","Economy",06:48:11,312.62,02:18:09
"Melissa","Schultz","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5480","BA530","Economy",00:05:50,546.26,21:07:15
"Debra","Hill","Wales","Cardiff",51.481312,-3.1805,"BOOK3170","BA240","Economy",14:52:28,440.74,18:37:11
"Melissa","Henderson","England","Birmingham",52.486244,-1.890401,"BOOK2493","BA241","First Class",13:44:20,529.14,22:58:02
"William","Avila","England","Birmingham",52.486244,-1.890401,"BOOK5795","BA375","Economy",17:50:59,469.36,02:05:59
"Ann","Cox","Scotland","Edinburgh",55.953251,-3.188267,"BOOK7787","BA509","Economy",11:01:23,426.42,18:52:11
"Mary","Taylor","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6534","BA681","Business",03:33:41,508.5,02:04:02
"Pamela","Cunningham","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4700","BA230","Business",03:11:54,656.99,23:29:42
"Mary","Harris","England","Birmingham",52.486244,-1.890401,"BOOK5370","BA242","Economy",02:40:18,317.41,18:56:45
"Felicia","Johnson","England","Birmingham",52.486244,-1.890401,"BOOK2880","BA605","First Class",05:40:05,488.34,00:20:33
"Stephen","Ware","Scotland","Glasgow",55.834024,-4.253416,"BOOK6978","BA200","Business",09:42:15,724.64,10:41:25
"Jason","Baker","Wales","Cardiff",51.481312,-3.1805,"BOOK2808","BA691","First Class",14:28:12,376.33,13:16:32
"Christopher","Ward","Scotland","Glasgow",55.834024,-4.253416,"BOOK4450","BA111","Economy",17:35:40,478.11,07:22:44
"Melissa","Murphy","England","Birmingham",52.486244,-1.890401,"BOOK7950","BA295","Business",07:39:35,420.57,02:19:27
"Meghan","Chan","England","Birmingham",52.486244,-1.890401,"BOOK5958","BA651","First Class",15:22:52,562.12,02:20:37
"Eric","Whitaker","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1822","BA406","First Class",10:48:56,547.3,20:30:46
"Melinda","White","England","Birmingham",52.486244,-1.890401,"BOOK2902","BA842","First Class",02:20:47,578.53,12:59:06
"Jason","Barnes","Wales","Cardiff",51.481312,-3.1805,"BOOK5163","BA310","First Class",02:57:53,525.85,17:00:26
"Lynn","Villegas","England","Birmingham",52.486244,-1.890401,"BOOK2834","BA315","Business",09:36:55,490.66,01:22:15
"Jennifer","Torres","Wales","Cardiff",51.481312,-3.1805,"BOOK4215","BA968","Economy",16:30:31,498.62,01:43:43
"Dennis","Morris","Wales","Cardiff",51.481312,-3.1805,"BOOK3095","BA938","Economy",09:12:08,420.25,06:20:43
"Robert","Phelps","Scotland","Glasgow",55.834024,-4.253416,"BOOK2994","BA661","First Class",21:38:40,553.44,20:55:49
"Sharon","Williams","England","Birmingham",52.486244,-1.890401,"BOOK3023","BA527","First Class",18:41:27,514.39,05:38:32
"Philip","Leonard","England","Birmingham",52.486244,-1.890401,"BOOK5236","BA988","Economy",17:15:23,551.89,02:51:50
"Melissa","Phillips","England","Birmingham",52.486244,-1.890401,"BOOK6126","BA294","First Class",21:27:36,430.12,07:06:31
"Nathan","Cox","Scotland","Glasgow",55.834024,-4.253416,"BOOK7038","BA655","Business",18:06:59,496.83,11:16:44
"Jenna","Hogan","England","Birmingham",52.486244,-1.890401,"BOOK7255","BA346","First Class",02:05:50,525.42,15:27:30
"Amy","Cox","Scotland","Glasgow",55.834024,-4.253416,"BOOK1991","BA203","Economy",20:17:05,449.98,11:31:33
"Peter","Morse","Scotland","Glasgow",55.834024,-4.253416,"BOOK2389","BA613","Business",09:42:29,374.67,13:34:26
"Frank","Holt","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4293","BA393","First Class",11:07:54,408.19,21:54:46
"Jonathan","Jones","Scotland","Glasgow",55.834024,-4.253416,"BOOK2280","BA428","Business",13:10:46,544.97,05:03:34
"Brenda","Torres","England","Birmingham",52.486244,-1.890401,"BOOK4664","BA505","Business",11:06:14,554.91,14:10:45
"Patricia","Thompson","Wales","Cardiff",51.481312,-3.1805,"BOOK3386","BA969","Business",21:54:45,362.94,13:09:05
"David","Dyer","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5991","BA421","Business",15:23:12,629.04,19:09:47
"Cheryl","Jones","Wales","Cardiff",51.481312,-3.1805,"BOOK4784","BA506","First Class",13:32:09,454.76,19:58:32
"Lawrence","Reynolds","Wales","Cardiff",51.481312,-3.1805,"BOOK7285","BA947","Economy",20:47:51,528.25,04:14:05
"Nicholas","Sexton","Wales","Cardiff",51.481312,-3.1805,"BOOK3673","BA899","Business",04:35:17,551.6,17:30:49
"Jared","Humphrey","Wales","Cardiff",51.481312,-3.1805,"BOOK2623","BA737","Economy",10:50:45,508.12,23:02:05
"Erin","Mccoy","Wales","Cardiff",51.481312,-3.1805,"BOOK6811","BA508","Business",20:09:27,344.16,02:14:22
"Curtis","Carpenter","Scotland","Glasgow",55.834024,-4.253416,"BOOK6552","BA811","Business",06:26:14,565.85,21:19:39
"Mary","Taylor","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6229","BA856","Economy",12:01:09,492.33,21:51:17
"Ashley","Newton","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2236","BA142","First Class",09:17:06,515.15,07:06:40
"William","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8327","BA572","Economy",13:32:54,435.27,09:36:33
"Ellen","Perry","England","Birmingham",52.486244,-1.890401,"BOOK6405","BA534","Economy",14:14:04,471.84,23:10:37
"Kevin","White","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2674","BA964","First Class",09:49:49,440.44,00:33:50
"Nicole","Obrien","England","Birmingham",52.486244,-1.890401,"BOOK5579","BA481","Business",14:29:22,568.38,11:59:24
"Taylor","Murray","Scotland","Glasgow",55.834024,-4.253416,"BOOK8157","BA603","Economy",19:50:51,364.3,20:27:31
"Jerry","Mitchell","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3937","BA510","Economy",21:30:49,502.37,17:21:25
"Jennifer","Meyer","England","Birmingham",52.486244,-1.890401,"BOOK2931","BA442","Business",23:22:37,462.66,04:53:54
"Daniel","Hicks","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4740","BA730","Business",17:12:32,469.7,03:43:31
"Paige","Green","Wales","Cardiff",51.481312,-3.1805,"BOOK1705","BA316","Business",22:19:57,516.53,02:12:34
"Phillip","Collins","Wales","Cardiff",51.481312,-3.1805,"BOOK9320","BA252","Economy",01:37:47,537.44,22:13:48
"Courtney","Campbell","England","Birmingham",52.486244,-1.890401,"BOOK7713","BA622","Business",07:48:57,634.65,23:56:43
"Rebecca","Carr","Scotland","Glasgow",55.834024,-4.253416,"BOOK6855","BA401","Economy",18:13:23,458.07,03:14:51
"Michael","Taylor","Scotland","Glasgow",55.834024,-4.253416,"BOOK8770","BA359","Business",03:17:46,630.64,16:27:39
"Charles","Phillips","England","Birmingham",52.486244,-1.890401,"BOOK7219","BA678","Economy",06:06:14,563.16,10:01:26
"Mary","Thomas","England","Birmingham",52.486244,-1.890401,"BOOK1132","BA642","Business",18:04:53,577.92,21:36:15
"Judith","Gilbert","England","Birmingham",52.486244,-1.890401,"BOOK7170","BA419","First Class",00:18:48,566.99,15:02:39
"Amber","Johnson","England","Birmingham",52.486244,-1.890401,"BOOK5421","BA954","First Class",21:06:00,596.01,14:02:29
"Jessica","Lamb","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK2720","BA447","Economy",15:52:19,572.83,01:06:43
"Ashley","Acevedo","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK1134","BA902","Economy",19:40:33,392.5,15:40:39
"Jennifer","Avila","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6287","BA245","Economy",08:32:07,626.62,13:12:22
"Matthew","Peterson","Wales","Cardiff",51.481312,-3.1805,"BOOK3724","BA873","First Class",14:27:56,401,15:11:46
"Kimberly","Lynch","Scotland","Glasgow",55.834024,-4.253416,"BOOK7202","BA456","Economy",21:34:11,532.4,11:11:53
"Jody","Miles","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8037","BA270","Business",05:26:39,300.94,18:49:37
"Kathryn","Harris","England","Birmingham",52.486244,-1.890401,"BOOK1532","BA460","Business",22:43:43,498.34,00:45:36
"Ronald","Gonzalez","Scotland","Glasgow",55.834024,-4.253416,"BOOK1376","BA298","Economy",03:16:58,336.08,22:42:37
"Benjamin","Myers","Scotland","Glasgow",55.834024,-4.253416,"BOOK7998","BA806","Business",22:55:05,476.61,16:40:32
"Joseph","Fuentes","Scotland","Glasgow",55.834024,-4.253416,"BOOK5167","BA787","Business",14:54:04,371.97,10:23:11
"Sarah","Fletcher","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7902","BA902","Business",09:05:24,433.26,12:14:21
"Kimberly","Kemp","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7729","BA150","Business",15:40:01,600.95,01:07:42
"Aimee","Lane","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK3648","BA977","Business",14:25:51,435.16,04:18:22
"Joseph","Henry","England","Birmingham",52.486244,-1.890401,"BOOK5356","BA900","Business",20:14:44,466.86,05:52:47
"Alison","Wilson","England","Birmingham",52.486244,-1.890401,"BOOK1724","BA730","Business",23:43:11,572.54,08:44:05
"Victor","Forbes","Wales","Cardiff",51.481312,-3.1805,"BOOK2138","BA994","Business",04:38:20,602.61,21:55:16
"Sarah","Cohen","Wales","Cardiff",51.481312,-3.1805,"BOOK4224","BA240","Economy",15:50:18,667.2,21:15:41
"Scott","Bennett","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7100","BA345","First Class",19:04:38,458.21,14:52:57
"Lisa","Reyes","Scotland","Glasgow",55.834024,-4.253416,"BOOK4853","BA158","Economy",21:59:31,581.75,08:10:24
"Trevor","Frazier","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9377","BA128","Business",16:45:07,737.76,00:32:29
"Christopher","Lee","Scotland","Glasgow",55.834024,-4.253416,"BOOK7400","BA978","Economy",09:33:45,411.64,11:30:18
"Michelle","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4690","BA159","Economy",05:43:54,522.74,02:23:37
"Lynn","Wagner","Wales","Cardiff",51.481312,-3.1805,"BOOK5213","BA226","First Class",22:35:16,466.34,22:35:37
"Jeffrey","Perez","England","Birmingham",52.486244,-1.890401,"BOOK8046","BA583","First Class",22:39:59,611.42,08:53:03
"Samantha","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9054","BA568","First Class",12:19:05,641.08,06:42:28
"Ronald","Gutierrez","England","Birmingham",52.486244,-1.890401,"BOOK1620","BA620","First Class",13:18:41,432.12,00:30:06
"Tiffany","Campbell","England","Birmingham",52.486244,-1.890401,"BOOK4539","BA725","Business",23:34:57,456.5,14:29:00
"Lisa","White","England","Birmingham",52.486244,-1.890401,"BOOK8147","BA473","First Class",12:25:16,554.05,18:52:23
"Gregory","Floyd","Scotland","Glasgow",55.834024,-4.253416,"BOOK1581","BA396","First Class",03:44:46,649.8,09:56:09
"Dillon","Carpenter","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4595","BA259","First Class",01:16:40,564.67,06:50:36
"Michael","Adams","Wales","Cardiff",51.481312,-3.1805,"BOOK6794","BA974","First Class",14:48:19,374.33,18:52:02
"Eric","James","Wales","Cardiff",51.481312,-3.1805,"BOOK7722","BA964","Economy",03:10:41,411.65,04:02:15
"Patricia","Bell","England","Birmingham",52.486244,-1.890401,"BOOK3838","BA283","Business",18:17:33,407.39,20:25:37
"Angela","Arnold","England","Birmingham",52.486244,-1.890401,"BOOK4002","BA208","First Class",09:10:07,470.52,08:07:49
"Sydney","Campbell","Wales","Cardiff",51.481312,-3.1805,"BOOK9200","BA936","Business",16:37:33,431.92,01:42:35
"Zachary","Carey","England","Birmingham",52.486244,-1.890401,"BOOK4605","BA191","Business",12:19:01,698.99,21:59:08
"Brandi","Mccarthy","Scotland","Glasgow",55.834024,-4.253416,"BOOK1065","BA608","Business",11:23:42,595.97,12:42:28
"Brittany","Perez","England","Birmingham",52.486244,-1.890401,"BOOK9374","BA746","First Class",08:51:22,555.08,22:30:38
"Kylie","Brown","Wales","Cardiff",51.481312,-3.1805,"BOOK6588","BA471","Business",15:15:53,415.45,00:47:29
"Christopher","Mcclure","Wales","Cardiff",51.481312,-3.1805,"BOOK6521","BA998","Economy",16:39:29,466.94,06:55:19
"Vanessa","Smith","Wales","Cardiff",51.481312,-3.1805,"BOOK3349","BA206","Business",04:11:54,463.47,19:14:30
"Gabriela","Moody","Scotland","Glasgow",55.834024,-4.253416,"BOOK2378","BA693","Business",17:16:36,689.39,00:25:45
"Bruce","Morgan","Scotland","Glasgow",55.834024,-4.253416,"BOOK8971","BA124","Business",19:52:08,503.65,01:51:28
"Lisa","Peterson","Scotland","Glasgow",55.834024,-4.253416,"BOOK3448","BA560","Economy",03:07:17,384.8,03:13:24
"Anna","Banks","Wales","Cardiff",51.481312,-3.1805,"BOOK9654","BA556","Business",18:23:46,380.2,13:04:02
"James","Taylor","Wales","Cardiff",51.481312,-3.1805,"BOOK9504","BA919","Economy",21:53:37,706.82,20:04:57
"Derrick","Weber","England","Birmingham",52.486244,-1.890401,"BOOK3408","BA141","First Class",06:43:14,516.46,08:22:10
"Jason","Rogers","Wales","Cardiff",51.481312,-3.1805,"BOOK7753","BA237","First Class",09:40:58,377.75,04:22:54
"Amanda","Burgess","England","Birmingham",52.486244,-1.890401,"BOOK1565","BA291","Business",02:11:45,588.91,05:50:58
"Dylan","Morrison","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7746","BA327","Business",04:02:45,477.89,11:17:42
"Christine","Jones","Wales","Cardiff",51.481312,-3.1805,"BOOK5748","BA930","Economy",13:00:28,408.5,13:10:47
"Jacqueline","Thompson","Wales","Cardiff",51.481312,-3.1805,"BOOK7152","BA522","Economy",19:48:41,488.56,09:09:56
"Stephen","Silva","Wales","Cardiff",51.481312,-3.1805,"BOOK2858","BA721","Business",07:57:41,556.79,16:57:48
"Kevin","Moran","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK9292","BA773","Economy",00:56:15,526.9,22:38:15
"Luke","Williams","Scotland","Glasgow",55.834024,-4.253416,"BOOK1885","BA645","Business",20:57:11,448.95,17:47:31
"Brady","Baldwin","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6386","BA214","Business",12:13:34,333,15:19:12
"Jeffery","Miller","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK6342","BA384","Economy",06:30:04,503.18,05:30:31
"Christopher","Leonard","Wales","Cardiff",51.481312,-3.1805,"BOOK8648","BA906","Economy",11:09:54,492.29,19:07:28
"Patricia","Martin","Scotland","Glasgow",55.834024,-4.253416,"BOOK9683","BA895","Economy",02:39:21,476.7,11:10:57
"Robin","Lee","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5075","BA935","Business",11:41:37,547.31,02:19:33
"Anthony","Wilcox","Scotland","Glasgow",55.834024,-4.253416,"BOOK7544","BA703","Business",04:33:26,420.6,19:33:54
"Beth","Riley","Scotland","Glasgow",55.834024,-4.253416,"BOOK7967","BA965","First Class",17:14:18,593.52,13:15:48
"Felicia","Beck","Wales","Cardiff",51.481312,-3.1805,"BOOK7150","BA115","Business",10:24:48,603.93,03:08:27
"Heather","Boone","Scotland","Glasgow",55.834024,-4.253416,"BOOK2191","BA759","First Class",14:26:02,385.34,02:42:41
"Amy","Watkins","England","Birmingham",52.486244,-1.890401,"BOOK8020","BA861","Economy",12:53:54,624.12,12:15:33
"David","Osborne","Scotland","Glasgow",55.834024,-4.253416,"BOOK6159","BA930","Economy",20:24:29,402.32,19:49:30
"Nicholas","Buchanan","Wales","Cardiff",51.481312,-3.1805,"BOOK6210","BA119","First Class",17:31:52,407.27,01:58:35
"Brittany","Smith","Wales","Cardiff",51.481312,-3.1805,"BOOK3034","BA449","First Class",03:17:04,543.66,13:27:05
"Christina","Lloyd","Scotland","Glasgow",55.834024,-4.253416,"BOOK8909","BA621","First Class",16:09:41,583.61,15:40:00
"Tina","Anderson","England","Birmingham",52.486244,-1.890401,"BOOK1185","BA232","First Class",20:03:28,539.61,12:41:18
"Meghan","Cruz","Wales","Cardiff",51.481312,-3.1805,"BOOK6243","BA345","Economy",20:31:25,386.13,12:14:40
"Anthony","Smith","Scotland","Glasgow",55.834024,-4.253416,"BOOK7414","BA261","Business",19:20:22,697.57,14:13:43
"Ronald","Smith","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5421","BA975","Business",14:06:53,566.16,07:34:55
"Brenda","Henderson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8097","BA746","Economy",09:58:58,463.22,01:58:32
"Maria","Collins","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4567","BA973","Economy",01:58:33,543.57,09:06:05
"Craig","Jackson","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK7219","BA224","First Class",07:35:56,518.94,18:34:06
"Claudia","Johnson","Wales","Cardiff",51.481312,-3.1805,"BOOK2432","BA896","Economy",17:45:56,591.76,03:08:00
"Karen","Johnson","England","Birmingham",52.486244,-1.890401,"BOOK2002","BA584","First Class",02:54:04,287.06,23:20:57
"Richard","Wood","England","Birmingham",52.486244,-1.890401,"BOOK5586","BA523","Business",08:29:16,715.35,20:28:42
"Deborah","Lyons","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8081","BA773","Economy",12:09:35,527.14,03:49:36
"Brian","Johnson","Scotland","Glasgow",55.834024,-4.253416,"BOOK7303","BA745","First Class",05:31:06,440.87,10:29:55
"Ashley","Grimes","England","Birmingham",52.486244,-1.890401,"BOOK6629","BA796","Economy",21:20:37,544.04,06:00:46
"Donna","Diaz","Scotland","Glasgow",55.834024,-4.253416,"BOOK6009","BA666","Economy",15:31:19,470.55,10:54:14
"Scott","Lane","Scotland","Glasgow",55.834024,-4.253416,"BOOK1337","BA333","Business",18:42:37,443.77,10:02:11
"Aaron","Schmidt","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK4437","BA866","First Class",16:00:29,593.24,15:20:03
"Joseph","Barnes","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5815","BA990","Business",05:28:56,591.49,07:48:27
"Ashley","Martin","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8943","BA101","Business",09:27:05,453.23,14:52:21
"Dawn","Orr","Scotland","Glasgow",55.834024,-4.253416,"BOOK6847","BA782","First Class",18:42:36,458.79,19:14:05
"Sean","Stark","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK5993","BA665","First Class",21:18:04,462.52,11:13:27
"Jacqueline","Smith","England","Birmingham",52.486244,-1.890401,"BOOK8702","BA158","Economy",23:51:25,676.02,07:15:34
"Samantha","Owens","England","Birmingham",52.486244,-1.890401,"BOOK1501","BA982","First Class",23:49:40,488.14,01:57:09
"Robert","Fields","England","Birmingham",52.486244,-1.890401,"BOOK5405","BA637","First Class",01:50:24,404.46,18:18:24
"Jessica","Clark","Northern Ireland","Belfast",54.597286,-5.93012,"BOOK8626","BA530","First Class",18:39:31,703.52,22:07:26
"Jennifer","Davis","England","Birmingham",52.486244,-1.890401,"BOOK5999","BA240","Economy",13:20:34,286.07,10:52:52
"Katherine","Mcgrath","Scotland","Glasgow",55.834024,-4.253416,"BOOK4078","BA241","Economy",21:22:02,334.52,14:39:45
"Jeffrey","Haley","Scotland","Edinburgh",55.953251,-3.188267,"BOOK5985","BA375","First Class",12:54:32,560.15,17:05:00
"Jacob","Ramirez","Wales","Cardiff",51.481312,-3.1805,"BOOK7655","BA509","Economy",12:45:41,492.91,14:02:39
"Brandon","Bentley","Wales","Cardiff",51.481312,-3.1805,"BOOK5799","BA681","Business",11:07:17,450.5,06:39:28
"Nicholas","Brown","England","Birmingham",52.486244,-1.890401,"BOOK1432","BA230","Economy",13:38:29,441.54,19:32:10
